,image_name,text_default,text_psm7
12372,00883.jpg,คง,คง
12373,00883.jpg,_,ไม
12374,00883.jpg,กิน,กิน
12375,00883.jpg,_,อยู้
12376,00884.jpg,_,คึ
12377,00884.jpg,_,_
12378,00884.jpg,ฝ่าย,ฝ่าย
12379,00884.jpg,สตธรรมมานพ,สตธรรมมานพ
12380,00884.jpg,เหน็ดเหนื่อย,เหน็ดเหนื่อย
12381,00884.jpg,จาก,จาก
12382,00884.jpg,การ,การ
12383,00884.jpg,เดินทาง,เดินทาง
12384,00884.jpg,มา,มา
12385,00884.jpg,ทั้ง,ทั้ง
12386,00884.jpg,_,วัน
12387,00884.jpg,_,_
12388,00884.jpg,หิว,หิว
12389,00884.jpg,ข้าว,ข้าว
12390,00885.jpg,_,ก็
12391,00885.jpg,หิว,หิว
12392,00885.jpg,_,ได้
12393,00885.jpg,_,แต่
12394,00885.jpg,มอง,มอง
12395,00885.jpg,_,ดู
12396,00885.jpg,เขา,เขา
12397,00885.jpg,กิน,กิน
12398,00885.jpg,ข้าว,ข้าว
12399,00885.jpg,_,_
12400,00885.jpg,พร้อม,พร้อม
12401,00885.jpg,_,กับ
12402,00885.jpg,คิด,คิด
12403,00885.jpg,ไน,ไน
12404,00886.jpg,_,ใจ
12405,00886.jpg,ว่า,ว่า
12406,00886.jpg,_,_
12407,00886.jpg,_,_
12408,00886.jpg,ถ้า,ถ้า
12409,00886.jpg,เขา,เขา
12410,00886.jpg,ขวน,ขวน
12411,00886.jpg,เรา,เรา
12412,00886.jpg,กิน,กิน
12413,00886.jpg,ข้าว,ข้าว
12414,00886.jpg,ด้วย,ด้วย
12415,00886.jpg,_,_
12416,00886.jpg,_,_
12417,00886.jpg,_,_
12418,00887.jpg,เรา,เรา
12419,00887.jpg,ต้อง,ต้อง
12420,00887.jpg,กิน,กิน
12421,00887.jpg,ด้วย,ด้วย
12422,00887.jpg,_,แน่
12423,00887.jpg,_,_
12424,00887.jpg,_,ๆ
12425,00887.jpg,_,_
12426,00887.jpg,_,_
12427,00887.jpg,พระโพธิสัตว์,พระโพธิสัตว์
12428,00887.jpg,_,ก็
12429,00887.jpg,_,ไม่
12430,00887.jpg,พูด,พูด
12431,00887.jpg,อะไร,อะไร
12432,00888.jpg,_,กิน
12433,00888.jpg,ข้าว,ข้าว
12434,00888.jpg,ท่าเดียว,ท่าเดียว
12435,00888.jpg,_,_
12436,00888.jpg,สตธรรมมานพ,สตธรรมมานพ
12437,00888.jpg,จึง,จึง
12438,00888.jpg,คิด,คิด
12439,00888.jpg,ว่า,ว่า
12440,00888.jpg,_,_
12441,00888.jpg,_,จ
12442,00888.jpg,มัน,มัน
12443,00888.jpg,_,ไม
12444,00888.jpg,ขวน,ขวน
12445,00888.jpg,เรา,เรา
12446,00889.jpg,_,_
12447,00889.jpg,เรร,เรร
12448,00889.jpg,จะ,จะ
12449,00889.jpg,แอบ,แอบ
12450,00889.jpg,กิน,กิน
12451,00889.jpg,_,ข้าว
12452,00889.jpg,เหลยเดน,เหลยเดน
12453,00889.jpg,มัน,มัน
12454,00889.jpg,_,ก็
12455,00889.jpg,_,ได้
12456,00889.jpg,วะ,วะ
12457,00889.jpg,_,จพล
12458,00889.jpg,_,_
12459,00889.jpg,เขา,เขา
12460,00890.jpg,_,ได้
12461,00890.jpg,แอบ,แอบ
12462,00890.jpg,ไป,ไป
12463,00890.jpg,กิน,กิน
12464,00890.jpg,ข้าว,ข้าว
12465,00890.jpg,เหลือเดน,เหลือเดน
12466,00890.jpg,_,นั้น
12467,00890.jpg,_,_
12468,00890.jpg,_,เมื่อ
12469,00890.jpg,กิน,กิน
12470,00890.jpg,เสร็จ,เสร็จ
12471,00890.jpg,_,แล้ว
12472,00890.jpg,_,ก็
12473,00890.jpg,เกิด,เกิด
12474,00891.jpg,ความ,ความ
12475,00891.jpg,_,ไม่
12476,00891.jpg,สบายใจ,สบายใจ
12477,00891.jpg,ว่า,ว่า
12478,00891.jpg,_,_
12479,00891.jpg,_,จจหล
12480,00891.jpg,เรา,เรา
12481,00891.jpg,ทํา,ทํา
12482,00891.jpg,อยไร,อยไร
12483,00891.jpg,_,นี๋
12484,00891.jpg,_,_
12485,00891.jpg,_,กิน
12486,00891.jpg,อาหาร,อาหาร
12487,00891.jpg,เหลือเตน,เหลือเตน
12488,00892.jpg,ของ,ของ
12489,00892.jpg,คน,คน
12490,00892.jpg,จัณฑาล,จัณฑาล
12491,00892.jpg,_,_
12492,00892.jpg,ทํา,ทํา
12493,00892.jpg,สิ่ง,สิ่ง
12494,00892.jpg,_,ที่
12495,00892.jpg,_,ไม่
12496,00892.jpg,_,คี
12497,00892.jpg,แล้ว,แล้ว
12498,00892.jpg,_,_
12499,00892.jpg,_,_
12500,00892.jpg,ทันใด,ทันใด
12501,00892.jpg,นั่น,นั่น
12502,00893.jpg,จาเลียน,จาเลียน
12503,00893.jpg,ออก,ออก
12504,00893.jpg,หา,หา
12505,00893.jpg,เป็น,เป็น
12506,00893.jpg,เลิจต,เลิจต
12507,00893.jpg,คล้าคราญี,คล้าคราญี
12508,00893.jpg,จน,จน
12509,00893.jpg,จร“,จร“
12510,00893.jpg,_,ศ
12511,00893.jpg,_,_
12512,00893.jpg,_,_
12513,00893.jpg,_,_
12514,00893.jpg,_,_
12515,00893.jpg,_,_
12516,00894.jpg,เรา,เรา
12517,00894.jpg,_,กิน
12518,00894.jpg,อาหาร,อาหาร
12519,00894.jpg,_,ที่
12520,00894.jpg,เป็น,เป็น
12521,00894.jpg,เดน,เดน
12522,00894.jpg,ของ,ของ
12523,00894.jpg,คน,คน
12524,00894.jpg,สกุล,สกุล
12525,00894.jpg,ต่า,ต่า
12526,00894.jpg,_,_
12527,00894.jpg,เรา,เรา
12528,00894.jpg,เป็น,เป็น
12529,00894.jpg,ชาติ,ชาติ
12530,00895.jpg,พราหมณ์,พพราหมณ์
12531,00895.jpg,บริสุทธิ์,บริสุทธิ์
12532,00895.jpg,_,ไม่
12533,00895.jpg,_,บ่า
12534,00895.jpg,_,จะ
12535,00895.jpg,ทํา,ทํา
12536,00895.jpg,เลย,เลย
12537,00895.jpg,_,_
12538,00895.jpg,_,_
12539,00895.jpg,คร้้าครวญ,คร้้าครวญ
12540,00895.jpg,เสร็จ,เสร็จ
12541,00895.jpg,_,ก็
12542,00895.jpg,_,เดิน
12543,00895.jpg,โซยัดโซเซ,โซยัดโซเซ
12544,00896.jpg,_,เช้า
12545,00896.jpg,บ่า,บ่า
12546,00896.jpg,_,ไป
12547,00896.jpg,และ,และ
12548,00896.jpg,เสียชีวิต,เสียชีวิต
12549,00896.jpg,_,ใน
12550,00896.jpg,_,ที่สุด
12551,00896.jpg,_,_
12552,00896.jpg,พระพุทธองค์,พระพุทธองค์
12553,00896.jpg,_,เมื่อ
12554,00896.jpg,หรัส,หรัส
12555,00896.jpg,อดีต,อดีต
12556,00896.jpg,นิทาน,นิทาน
12557,00896.jpg,แล้ว,แล้ว
12558,00897.jpg,_,จึง
12559,00897.jpg,ตรัส,ตรัส
12560,00897.jpg,_,ว่า
12561,00897.jpg,_,_
12562,00897.jpg,_,จลจ
12563,00897.jpg,_,ภิกษุ
12564,00897.jpg,ทั้งหลาย,ทั้งหลาย
12565,00897.jpg,_,_
12566,00897.jpg,เพราะ,เพราะ
12567,00897.jpg,สตธรรมมานพ,สตธรรมมานพ
12568,00897.jpg,บริโภค,บริโภค
12569,00897.jpg,อาหาร,อาหาร
12570,00897.jpg,อัน,อัน
12571,00897.jpg,_,เป็น
12572,00898.jpg,เดน,เดน
12573,00898.jpg,ของ,ของ
12574,00898.jpg,คน,คน
12575,00898.jpg,จัณฑาล,จัณฑาล
12576,00898.jpg,_,_
12577,00898.jpg,จึง,จึง
12578,00898.jpg,คิด,คิด
12579,00898.jpg,เสียใจ,เสียใจ
12580,00898.jpg,_,_
12581,00898.jpg,_,ฉัน
12582,00898.jpg,_,ใด
12583,00898.jpg,_,_
12584,00898.jpg,_,ผุ้
12585,00898.jpg,บวย,บวย
12586,00899.jpg,ใน,ใน
12587,00899.jpg,พระพุทธศาสนา,พระพุทธศาสนา
12588,00899.jpg,_,นี้
12589,00899.jpg,_,กถื
12590,00899.jpg,_,ไม่
12591,00899.jpg,ควร,ควร
12592,00899.jpg,เลี้ยง,เลี้ยง
12593,00899.jpg,ซีพ,ซีพ
12594,00899.jpg,_,ด้วย
12595,00899.jpg,การ,การ
12596,00899.jpg,แสวงหา,แสวงหา
12597,00899.jpg,_,ที่
12598,00899.jpg,_,ไม่
12599,00899.jpg,เหมาะ,เหมาะ
12600,00900.jpg,_,ไม่
12601,00900.jpg,ควร,ควร
12602,00900.jpg,_,_
12603,00900.jpg,_,ฉัน
12604,00900.jpg,นั้น,นั้น
12605,00900.jpg,_,:
12606,00900.jpg,_,_
12607,00900.jpg,_,ได้
12608,00900.jpg,ตรัส,ตรัส
12609,00900.jpg,พระ,พระ
12610,00900.jpg,คาถา,คาถา
12611,00900.jpg,_,วา
12612,00900.jpg,_,_
12613,00900.jpg,_,_
12614,00901.jpg,_,ภิกษุ
12615,00901.jpg,ใด,ใด
12616,00901.jpg,ละทิ้ง,ละทิ้ง
12617,00901.jpg,ธรรม,ธรรม
12618,00901.jpg,เสีย,เสีย
12619,00901.jpg,_,_
12620,00901.jpg,หา,หา
12621,00901.jpg,เลี้ยง,เลี้ยง
12622,00901.jpg,ชีพ,ชีพ
12623,00901.jpg,โดย,โดย
12624,00901.jpg,_,ไม่
12625,00901.jpg,ชอบ,ชอบ
12626,00901.jpg,ธรรม,ธรรม
12627,00901.jpg,ภิกษุ,ภิกษุ
12628,00902.jpg,หั้น,หั้น
12629,00902.jpg,_,ก็
12630,00902.jpg,_,ย่อม
12631,00902.jpg,_,ไม
12632,00902.jpg,เพลิน,เพลิน
12633,00902.jpg,ด้วย,ด้วย
12634,00902.jpg,ลาภ,ลาภ
12635,00902.jpg,_,แม้
12636,00902.jpg,ซม,ที่
12637,00902.jpg,ตน,ตน
12638,00902.jpg,_,ได้
12639,00902.jpg,มา,มา
12640,00902.jpg,แล้ว,แล้ว
12641,00902.jpg,เปรียบ,เปรียบ
12642,00903.jpg,เหมือน,เหมือน
12643,00903.jpg,สตธรรมมานพ,สตธรรมมานพ
12644,00903.jpg,ใน,ใน
12645,00903.jpg,สมัย,สมัย
12646,00903.jpg,_,หนึ่ง
12647,00903.jpg,_,_
12648,00903.jpg,พระพุทธเจ้า,พระพุทธเจ้า
12649,00903.jpg,ประทับ,ประทับ
12650,00903.jpg,_,อยู่
12651,00903.jpg,_,วัด
12652,00903.jpg,เขตวัน,เขตวัน
12653,00903.jpg,_,เมือง
12654,00903.jpg,สาวัตถี,สาวัตถี
12655,00903.jpg,_,_
12656,00904.jpg,ทรง,ทรง
12657,00904.jpg,ปรารภ,ปรารภ
12658,00904.jpg,ปัณฑบาด,ปัณฑบาด
12659,00904.jpg,อัน,อัน
12660,00904.jpg,มีรสอร์อย,มีรสอร์อย
12661,00904.jpg,_,ที่
12662,00904.jpg,พระ,พระ
12663,00904.jpg,สารีบุตร,สารีบุตร
12664,00904.jpg,_,ห้
12665,00904.jpg,แก้,แก้
12666,00904.jpg,พวก,พวก
12667,00904.jpg,ภิกษุ,ภิกษุ
12668,00904.jpg,_,นุ้
12669,00904.jpg,คื่ม,คื่ม
12670,00905.jpg,ยา,ยา
12671,00905.jpg,ถาย,ถาย
12672,00905.jpg,_,_
12673,00905.jpg,_,ได้
12674,00905.jpg,ตรัส,ตรัส
12675,00905.jpg,_,อดีต
12676,00905.jpg,นิทาน,นิทาน
12677,00905.jpg,มา,มา
12678,00905.jpg,สาธก,สาธก
12679,00905.jpg,วร,วร
12680,00905.jpg,_,_
12681,00905.jpg,กาลครั้งหนึ่งนานมาแล้ว,กาลครั้งหนึ่งนานมาแล้ว
12682,00905.jpg,_,_
12683,00905.jpg,_,_
12684,00906.jpg,พระโพธิสัตว์,พระโพธิสัตว์
12685,00906.jpg,_,เกิด
12686,00906.jpg,เป็น,เป็น
12687,00906.jpg,ลูกขาย,ลูกขาย
12688,00906.jpg,เศรษฐี,เศรษฐี
12689,00906.jpg,_,ใน
12690,00906.jpg,เมือง,เมือง
12691,00906.jpg,พาราณส็,พาราณส็
12692,00906.jpg,_,_
12693,00906.jpg,_,มี
12694,00906.jpg,ลูกชาย,ลูกชาย
12695,00906.jpg,เศรษฐี,เศรษฐี
12696,00906.jpg,_,อีก
12697,00906.jpg,_,_
12698,00907.jpg,_,“
12699,00907.jpg,_,%
12700,00907.jpg,_,_
12701,00907.jpg,_,"""%"
12702,00907.jpg,จ,ร้
12703,00907.jpg,_,%
12704,00907.jpg,_,_
12705,00907.jpg,_,_
12706,00907.jpg,_,_
12707,00907.jpg,_,_
12708,00907.jpg,_,_
12709,00907.jpg,_,_
12710,00907.jpg,_,_
12711,00907.jpg,_,_
12712,00908.jpg,เขา,เขา
12713,00908.jpg,ขวน,ขวน
12714,00908.jpg,_,กัน
12715,00908.jpg,_,ไป
12716,00908.jpg,นั่ง,นั่ง
12717,00908.jpg,สสนทนา,สสนทนา
12718,00908.jpg,_,กัน
12719,00908.jpg,เล่น,เล่น
12720,00908.jpg,_,ที่
12721,00908.jpg,หนทาง,หนทาง
12722,00908.jpg,_,ลี่
12723,00908.jpg,แหร่ง,แหร่ง
12724,00908.jpg,นอก,นอก
12725,00908.jpg,_,เมือง
12726,00909.jpg,_,_
12727,00909.jpg,_,ใน
12728,00909.jpg,ขณะบั้น,ขณะบั้น
12729,00909.jpg,_,มี
12730,00909.jpg,นายพราน,นายพราน
12731,00909.jpg,คน,คน
12732,00909.jpg,หนึ่ง,หนึ่ง
12733,00909.jpg,5,นั่ง
12734,00909.jpg,เกวียน,เกวียน
12735,00909.jpg,บรรทุก,บรรทุก
12736,00909.jpg,เนื้อ,เนื้อ
12737,00909.jpg,มา,มา
12738,00909.jpg,_,เต็ม
12739,00909.jpg,ลํา,ลํา
12740,00910.jpg,_,_
12741,00910.jpg,เพื่อ,เพื่อ
12742,00910.jpg,จะ,จะ
12743,00910.jpg,_,นํา
12744,00910.jpg,ไป,ไป
12745,00910.jpg,ขาย,ขาย
12746,00910.jpg,ใน,ใน
12747,00910.jpg,เมือง,เมือง
12748,00910.jpg,พาราณสี,พาราณสี
12749,00910.jpg,_,_
12750,00910.jpg,ถูกขาย,ถูกขาย
12751,00910.jpg,เศรษฐี,เศรษฐี
12752,00910.jpg,ทั้ง,ทั้ง
12753,00910.jpg,_,_
12754,00911.jpg,_,4
12755,00911.jpg,_,_
12756,00911.jpg,คน,คน
12757,00911.jpg,เห็น,เห็น
12758,00911.jpg,เท,เท
12759,00911.jpg,_,กําลัง
12760,00911.jpg,_,มา
12761,00911.jpg,_,_
12762,00911.jpg,จึง,จึง
12763,00911.jpg,ปรึกษา,ปรึกษา
12764,00911.jpg,กัน,กัน
12765,00911.jpg,ว่า,ว่า
12766,00911.jpg,ใคร,ใคร
12767,00911.jpg,_,จะ
12768,00912.jpg,สามารถ,สามารถ
12769,00912.jpg,_,ใชจ้
12770,00912.jpg,วาหศิลป์,วาหศิลป์
12771,00912.jpg,_,_
12772,00912.jpg,_,เนื้อ
12773,00912.jpg,จาก,จาก
12774,00912.jpg,นายพราน,นายพราน
12775,00912.jpg,คน,คน
12776,00912.jpg,นั้น,นั้น
12777,00912.jpg,_,ได้
12778,00912.jpg,มาก,มาก
12779,00912.jpg,กวา,กวา
12780,00912.jpg,กัน,กัน
12781,00912.jpg,_,_
12782,00913.jpg,เมื่อ,เมื่อ
12783,00913.jpg,นายพราน,นายพราน
12784,00913.jpg,ขับเกวียน,ขับเกวียน
12785,00913.jpg,เข้า,เข้า
12786,00913.jpg,มา,มา
12787,00913.jpg,ใกล้,ใกล้
12788,00913.jpg,แล้ว,แล้ว
12789,00913.jpg,_,_
12790,00913.jpg,ถูกขาย,ถูกขาย
12791,00913.jpg,เศรษฐี,เศรษฐี
12792,00913.jpg,คน,คน
12793,00913.jpg,_,ที่
12794,00913.jpg,_,_
12795,00913.jpg,_,1
12796,00914.jpg,_,_
12797,00914.jpg,_,จึง
12798,00914.jpg,ร้อง,ร้อง
12799,00914.jpg,ขอ,ขอ
12800,00914.jpg,_,เนื้อ
12801,00914.jpg,ขึ้น,ขึ้น
12802,00914.jpg,วา,วา
12803,00914.jpg,_,_
12804,00914.jpg,_,จจ
12805,00914.jpg,_,_
12806,00914.jpg,เชย,เข้ย
12807,00914.jpg,นายพราน,นายพราน
12808,00914.jpg,_,_
12809,00914.jpg,_,_
12810,00915.jpg,_,ขอ
12811,00915.jpg,เนื้อ,เนื้อ
12812,00915.jpg,สัก,สัก
12813,00915.jpg,_,จั้น
12814,00915.jpg,หน่อย,หน่อย
12815,00915.jpg,_,ลิ
12816,00915.jpg,_,_
12817,00915.jpg,_,จจจล
12818,00915.jpg,_,_
12819,00915.jpg,นายพราน,นายพราน
12820,00915.jpg,พุด,พุด
12821,00915.jpg,_,ว่า
12822,00915.jpg,_,_
12823,00915.jpg,_,_
12824,00916.jpg,_,_
12825,00916.jpg,วาจร,วาจร
12826,00916.jpg,ของ,ของ
12827,00916.jpg,ท่าน,ท่าน
12828,00916.jpg,หยาบดาย,หยาบดาย
12829,00916.jpg,บัก,บัก
12830,00916.jpg,_,_
12831,00916.jpg,เป็น,เป็น
12832,00916.jpg,เช่น,เช่น
12833,00916.jpg,กับ,กับ
12834,00916.jpg,_,พังผืด
12835,00916.jpg,_,_
12836,00916.jpg,เรร,เรร
12837,00916.jpg,จะ,จะ
12838,00917.jpg,_,ให้
12839,00917.jpg,เนื้อ,เนื้อ
12840,00917.jpg,พัง,พัง
12841,00917.jpg,ผืด,ผืด
12842,00917.jpg,แก,แก
12843,00917.jpg,ท่าน,ท่าน
12844,00917.jpg,_,@
12845,00917.jpg,_,_
12846,00917.jpg,_,_
12847,00917.jpg,แล้ว,แล้ว
12848,00917.jpg,_,ให้
12849,00917.jpg,_,เนื้อ
12850,00917.jpg,พัง,พัง
12851,00917.jpg,ฝืด,ฝืด
12852,00918.jpg,แก,แก
12853,00918.jpg,เขา,เขา
12854,00918.jpg,_,ไป
12855,00918.jpg,_,_
12856,00918.jpg,ลูกขาย,ลูกขาย
12857,00918.jpg,เศรษฐี,เศรษฐี
12858,00918.jpg,คน,คน
12859,00918.jpg,_,ที่
12860,00918.jpg,_,_
12861,00918.jpg,_,2
12862,00918.jpg,_,_
12863,00918.jpg,_,ร้อง
12864,00918.jpg,_,ขอ
12865,00918.jpg,เนื้อ,เนื้อ
12866,00919.jpg,วา,วา
12867,00919.jpg,_,_
12868,00919.jpg,_,จกจ
12869,00919.jpg,_,_
12870,00919.jpg,_,พี่
12871,00919.jpg,ขาย,ขาย
12872,00919.jpg,_,_
12873,00919.jpg,ท่าน,ท่าน
12874,00919.jpg,จง,จง
12875,00919.jpg,_,ให้
12876,00919.jpg,เนื้อ,เนื้อ
12877,00919.jpg,_,แก่
12878,00919.jpg,ฉัน,ฉัน
12879,00919.jpg,บ้าง,บ้าง
12880,00920.jpg,_,สิ
12881,00920.jpg,_,_
12882,00920.jpg,_,_
12883,00920.jpg,_,_
12884,00920.jpg,นายพราบ,นายพราบ
12885,00920.jpg,ทุด,ทุด
12886,00920.jpg,ว่า,ว่า
12887,00920.jpg,_,_
12888,00920.jpg,_,_
12889,00920.jpg,_,_
12890,00920.jpg,_,คํา
12891,00920.jpg,ว่า,ว่า
12892,00920.jpg,_,พี่
12893,00920.jpg,ขาย,ขาย
12894,00921.jpg,_,นี้
12895,00921.jpg,_,_
12896,00921.jpg,เบ็น,เบ็น
12897,00921.jpg,สวน,สวน
12898,00921.jpg,ประกอบ,ประกอบ
12899,00921.jpg,ของ,ของ
12900,00921.jpg,มนุษย์,มนุษย์
12901,00921.jpg,ซม,ที๋
12902,00921.jpg,เรียกขาน,เรียกขาน
12903,00921.jpg,_,กัน
12904,00921.jpg,_,ใน
12905,00921.jpg,โลก,โลก
12906,00921.jpg,_,_
12907,00921.jpg,วาจา,วาจา
12908,00922.jpg,ของ,ของ
12909,00922.jpg,ทาน,ทาน
12910,00922.jpg,เป็น,เป็น
12911,00922.jpg,เซน,เซน
12912,00922.jpg,กับ,กับ
12913,00922.jpg,สวน,สวน
12914,00922.jpg,ประกอบ,ประกอบ
12915,00922.jpg,_,_
12916,00922.jpg,เรจ,เรจ
12917,00922.jpg,จะ,จะ
12918,00922.jpg,_,ให้
12919,00922.jpg,เนื้อ,เนื้อ
12920,00922.jpg,สวน,สวน
12921,00922.jpg,ประกอบ,ประกอบ
12922,00923.jpg,_,"๑"""
12923,00923.jpg,_,ษ์
12924,00923.jpg,_,_
12925,00923.jpg,_,_
12926,00923.jpg,_,ตล
12927,00923.jpg,๑,%
12928,00923.jpg,_,%
12929,00923.jpg,_,2
12930,00923.jpg,_,_
12931,00923.jpg,_,_
12932,00923.jpg,_,_
12933,00923.jpg,_,_
12934,00923.jpg,_,_
12935,00923.jpg,_,_
12936,00924.jpg,_,_
12937,00924.jpg,ลูกชาย,ลูกชาย
12938,00924.jpg,_,เศรษฐี
12939,00924.jpg,_,คน
12940,00924.jpg,_,ที่
12941,00924.jpg,_,_
12942,00924.jpg,_,3
12943,00924.jpg,_,_
12944,00924.jpg,เอ่ย,เอ่ย
12945,00924.jpg,ปาก,ปาก
12946,00924.jpg,ขอ,ขอ
12947,00924.jpg,เนื้อ,เนื้อ
12948,00924.jpg,_,ว่า
12949,00924.jpg,_,_
12950,00925.jpg,_,_
12951,00925.jpg,_,_
12952,00925.jpg,_,อ
12953,00925.jpg,_,_
12954,00925.jpg,ท่าน,ท่าน
12955,00925.jpg,จง,จง
12956,00925.jpg,_,ให้
12957,00925.jpg,เนื้อ,เนื้อ
12958,00925.jpg,_,แก่
12959,00925.jpg,ฉัน,ฉัน
12960,00925.jpg,บ่าง,บ้าง
12961,00925.jpg,_,สิ
12962,00925.jpg,_,_
12963,00925.jpg,_,_
12964,00926.jpg,_,_
12965,00926.jpg,นายพราน,นายพราน
12966,00926.jpg,พุด,พุด
12967,00926.jpg,_,ว่า
12968,00926.jpg,_,_
12969,00926.jpg,_,จจจต
12970,00926.jpg,_,_
12971,00926.jpg,บุตร,บุตร
12972,00926.jpg,เรียก,เรียก
12973,00926.jpg,_,ปบิดา
12974,00926.jpg,_,ว่า
12975,00926.jpg,_,_
12976,00926.jpg,_,ท่อ
12977,00926.jpg,_,_
12978,00927.jpg,ย่อม,ย่อม
12979,00927.jpg,ทําให้,ทําให้
12980,00927.jpg,หัวใจ,หัวใจ
12981,00927.jpg,พ่อ,พ่อ
12982,00927.jpg,หวั่นไหว,หวั่นไหว
12983,00927.jpg,_,_
12984,00927.jpg,วาจา,วาจา
12985,00927.jpg,ของ,ของ
12986,00927.jpg,ท่าน,ท่าน
12987,00927.jpg,เป็น,เป็น
12988,00927.jpg,เซ่น,เซ่น
12989,00927.jpg,_,กับ
12990,00927.jpg,น้าใจ,น้าใจ
12991,00927.jpg,_,_
12992,00928.jpg,เรา,เรา
12993,00928.jpg,จะ,จะ
12994,00928.jpg,_,ให้
12995,00928.jpg,เนื้อ,เนื้อ
12996,00928.jpg,หัวใจ,หัวใจ
12997,00928.jpg,_,แก่
12998,00928.jpg,ท่าน,ท่าน
12999,00928.jpg,นะ,นะ
13000,00928.jpg,_,_
13001,00928.jpg,_,_
13002,00928.jpg,_,_
13003,00928.jpg,แล้ว,แล้ว
13004,00928.jpg,_,ก
13005,00928.jpg,อื่น,อื่น
13006,00929.jpg,เนื้อ,เนื้อ
13007,00929.jpg,หัวใจ,หัวใจ
13008,00929.jpg,_,ให้
13009,00929.jpg,เขา,เขา
13010,00929.jpg,ไป,ไป
13011,00929.jpg,_,_
13012,00929.jpg,พระโพธิสัตว์,พระโพธิสัตว์
13013,00929.jpg,เอย,เอย
13014,00929.jpg,ปาก,ปาก
13015,00929.jpg,ขอ,ขอ
13016,00929.jpg,เนื้อ,เนื้อ
13017,00929.jpg,เป็น,เป็น
13018,00929.jpg,คน,คน
13019,00929.jpg,_,ที่
13020,00930.jpg,_,@
13021,00930.jpg,_,4
13022,00930.jpg,_,_
13023,00930.jpg,ว่า,ว่า
13024,00930.jpg,_,_
13025,00930.jpg,_,_
13026,00930.jpg,_,_
13027,00930.jpg,สหาย,สหาย
13028,00930.jpg,_,_
13029,00930.jpg,ท่าน,ท่าน
13030,00930.jpg,_,จง
13031,00930.jpg,_,ให้
13032,00930.jpg,เนื้อ,เนื้อ
13033,00930.jpg,_,แก่
13034,00931.jpg,ฉัน,ฉัน
13035,00931.jpg,บ้าง,บ้าง
13036,00931.jpg,_,ล
13037,00931.jpg,_,_
13038,00931.jpg,_,_
13039,00931.jpg,_,_
13040,00931.jpg,นายพราน,นายพราน
13041,00931.jpg,พุด,พุด
13042,00931.jpg,เป็น,เป็น
13043,00931.jpg,กาถา,กาถา
13044,00931.jpg,_,ว่า
13045,00931.jpg,_,_
13046,00931.jpg,_,จพจล
13047,00931.jpg,_,_
13048,00932.jpg,_,ใน
13049,00932.jpg,บ้าน,บ้าน
13050,00932.jpg,ของ,ของ
13051,00932.jpg,ผู้ใด,ผู้ใด
13052,00932.jpg,_,พ่
13053,00932.jpg,_,มี
13054,00932.jpg,เพื่อน,เพื่อน
13055,00932.jpg,_,_
13056,00932.jpg,บ้าน,บ้าน
13057,00932.jpg,นั้น,นั้น
13058,00932.jpg,เป็น,เป็น
13059,00932.jpg,เข้น,เข้น
13060,00932.jpg,กับ,กับ
13061,00932.jpg,เน,เน
13062,00933.jpg,_,_
13063,00933.jpg,_,คํา
13064,00933.jpg,พุด,พุด
13065,00933.jpg,ของ,ของ
13066,00933.jpg,ท่าน,ท่าน
13067,00933.jpg,เช่น,เช่น
13068,00933.jpg,กับ,กับ
13069,00933.jpg,สมบัติ,สมบัติ
13070,00933.jpg,ทั้งหมด,ทั้งหมด
13071,00933.jpg,_,_
13072,00933.jpg,สหาย,สหาย
13073,00933.jpg,_,_
13074,00933.jpg,จ้าพ,จ้าพ
13075,00933.jpg,เจ้า,เจ้า
13076,00934.jpg,_,ให้
13077,00934.jpg,เนื้อ,เนื้อ
13078,00934.jpg,ทั้งหมด,ทั้งหมด
13079,00934.jpg,แก่,แก่
13080,00934.jpg,ท่าน,ท่าน
13081,00934.jpg,_,_
13082,00934.jpg,_,จจจ
13083,00934.jpg,_,_
13084,00934.jpg,_,ว่า
13085,00934.jpg,แล้ว,แล้ว
13086,00934.jpg,_,ก็
13087,00934.jpg,ขยวน,ขยวน
13088,00934.jpg,พระโพธิสัตว์,พระโพธิสัตว์
13089,00934.jpg,ขึ้น,ขึ้น
13090,00935.jpg,_,_
13091,00935.jpg,าง,าง
13092,00935.jpg,ซม,ที่
13093,00935.jpg,บ้าน,บ้าน
13094,00935.jpg,จอง,จอง
13095,00935.jpg,เชา,เชา
13096,00935.jpg,มอบ,มอบ
13097,00935.jpg,_,เชื้อ
13098,00935.jpg,_,ในห์
13099,00935.jpg,ซั้งหนด,ซั้งหนด
13100,00935.jpg,_,_
13101,00935.jpg,ฝ่าย,ฝ่าย
13102,00935.jpg,แระโหชิกัตว์,แระโหชิกัตว์
13103,00935.jpg,_,กึ่
13104,00936.jpg,เชิญ,เชิญ
13105,00936.jpg,นายพราน,นายพราน
13106,00936.jpg,ทร้อม,พร้อม
13107,00936.jpg,ภรรยา,ภรรยา
13108,00936.jpg,และ,และ
13109,00936.jpg,บุตร,บุตร
13110,00936.jpg,ธิดา,ธิดา
13111,00936.jpg,มา,มา
13112,00936.jpg,อยุ่,อยุ่
13113,00936.jpg,ด้วย,ด้วย
13114,00936.jpg,กัน,กัน
13115,00936.jpg,_,ให้
13116,00936.jpg,_,เลิก
13117,00936.jpg,ทําการ,ทําการ
